track,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Tengo Que Colgar,Banda Sinaloense MS de Sergio Lizárraga,0.111,0.779,248120,0.445,0.00000544,7,0.0992,-5.59,1,0.0329,126.007,0.642
A Grey Cloth Covering My Face,Elf Power,0.191,0.287,186627,0.595,0.00516,6,0.118,-5.87,1,0.0337,126.006,0.459
Nothing But Trouble (Instagram Models),Lil Wayne & Charlie Puth,0.0172,0.724,217984,0.691,0.0000168,6,0.194,-5.665,0,0.0324,126.002,0.236
Bills,LunchMoney Lewis,0.274,0.699,204600,0.747,0,5,0.486,-3.453,1,0.0964,126.001,0.683
A$AP Forever,A$AP Rocky Featuring Moby,0.224,0.469,233061,0.78,0,10,0.13,-6.49,0,0.122,125.999,0.444
If I Lose Myself,OneRepublic,0.219,0.523,214813,0.782,0.0000103,2,0.133,-4.846,1,0.041,125.998,0.164
Hey Hey - Mousse T.'s House Masters Re-Rub,Dennis Ferrer,0.00659,0.898,441992,0.601,0.0228,1,0.0503,-6.944,1,0.0564,125.998,0.428
Percolator - Remastered Original Mix,Cajmere,0.208,0.956,286080,0.764,0.174,0,0.0746,-9.454,1,0.0546,125.997,0.534
Rock My Heart,Mordkey,0.0208,0.67,164925,0.86,0.0298,7,0.324,-9.155,1,0.104,125.996,0.128
What The Funk (feat. Danny Shah) - Steve Aoki Remix,Oliver Heldens,0.00168,0.687,251429,0.95,0.0909,6,0.137,-2.207,1,0.05,125.995,0.754
"Milegi Milegi (From ""Stree"")",Mika Singh,0.0512,0.843,153745,0.892,0.00000113,2,0.101,-4.371,1,0.0527,125.991,0.655
Philly - Dub,DJ T.,0.026,0.837,381173,0.852,0.823,4,0.0697,-9.43,0,0.101,125.991,0.402
Philly - Dub,DJ T.,0.026,0.837,381173,0.852,0.823,4,0.0697,-9.43,0,0.101,125.991,0.402
Rub Anotha Dub,Walker & Royce,0.00072,0.707,266667,0.789,0.627,0,0.521,-7.339,1,0.0713,125.991,0.63
Rub Anotha Dub,Walker & Royce,0.00072,0.707,266667,0.789,0.627,0,0.521,-7.339,1,0.0713,125.991,0.63
Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,0.315,0.741,276960,0.61,0,6,0.534,-7.34,0,0.0512,125.99,0.72
Young Girls,Bruno Mars,0.461,0.561,228720,0.749,0.00000182,6,0.205,-4.951,0,0.032,125.986,0.501
Mmm Yeah,Austin Mahone Featuring Pitbull,0.00266,0.712,231625,0.922,0.0000019,6,0.268,-3.902,0,0.0411,125.984,0.976
The Bird from Kapingamarangi,Chet Baker,0.966,0.446,209027,0.106,0.881,9,0.109,-20.084,0,0.0326,125.983,0.242
Beautiful Day - Blue Note Version,Gare Du Nord,0.167,0.672,221600,0.798,0.0000129,7,0.233,-6.349,0,0.0538,125.983,0.568
Birthday,Katy Perry,0.0879,0.719,215042,0.674,0.00000375,11,0.112,-5.122,1,0.0681,125.98,0.843
FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,0.088,0.931,179405,0.387,0,1,0.136,-9.127,1,0.412,125.978,0.376
What Ifs,Kane Brown Featuring Lauren Alaina,0.00898,0.612,188253,0.799,0,10,0.172,-4.603,1,0.0275,125.976,0.687
Beautiful Drug,Zac Brown Band,0.0539,0.618,191600,0.852,0.0000027,8,0.124,-5.243,0,0.0813,125.944,0.339
Wildflower,The JaneDear Girls,0.00217,0.692,163453,0.858,0.0000485,6,0.358,-4.354,0,0.03,125.944,0.69
Black Horses Stampede,Textures,0.000987,0.421,236533,0.927,0.0000102,8,0.11,-4.141,1,0.0604,125.944,0.362
Neon Lights,Demi Lovato,0.0767,0.631,233173,0.819,0,9,0.1,-4.24,1,0.122,125.928,0.733
Only Girl (In The World),Rihanna,0.102,0.786,235520,0.716,0.0000172,11,0.0557,-4.253,0,0.0409,125.921,0.595
I Love It,Icona Pop Featuring Charli XCX,0.00952,0.711,157153,0.906,0.0000164,8,0.153,-2.671,1,0.0284,125.916,0.824
Beyond Jerusalem,Cerebral Fix,0.00000293,0.253,315840,0.585,0.626,4,0.109,-10.015,1,0.0402,125.914,0.463
Raging Fire,Phillip Phillips,0.00867,0.557,234693,0.833,0,7,0.0621,-4.671,1,0.073,125.909,0.449
Heroes (We Could Be),Alesso Featuring Tove Lo,0.0305,0.503,210013,0.748,0,5,0.343,-4.124,1,0.0619,125.896,0.356
Angel,Akon,0.0571,0.565,215227,0.867,0,2,0.177,-2.503,1,0.0318,125.867,0.325
No Le Hago Falta,Banda Los Recoditos,0.334,0.742,166773,0.4,0.0000156,8,0.105,-5.754,1,0.0357,125.854,0.705
Do You Remember,Jay Sean Featuring Sean Paul & Lil Jon,0.0242,0.855,210307,0.668,0,11,0.102,-4.892,1,0.0644,125.846,0.803
CCM,Julie Lamontagne Trio,0.201,0.384,323147,0.432,0.754,4,0.107,-12.645,0,0.0308,125.836,0.391
Atomic Bomb - William Onyeabor vs. Hot Chip,William Onyeabor,0.0145,0.834,436237,0.56,0.282,8,0.446,-10.062,0,0.0439,125.798,0.78
Black Metal Is Alive II,Abrasion,0.941,0.166,270968,0.481,0.0163,9,0.366,-15.164,1,0.065,125.784,0.0807
Reevolution,Sybreed,0.0000058,0.533,243840,0.919,0.807,8,0.113,-5.35,1,0.0694,125.659,0.182
Put It Together,Langhorne Slim,0.327,0.484,195160,0.869,0.000132,9,0.112,-3.778,1,0.0322,125.63,0.757
X'Mas Time (It Sure Doesn't Feel Like It),The Mighty Mighty Bosstones,0.0437,0.471,177640,0.666,0,2,0.268,-5.141,1,0.0322,125.534,0.373
Death Metal,Vader,0.0000309,0.217,158040,0.951,0.796,9,0.0834,-6.436,1,0.127,125.443,0.283
Roll Up,Wiz Khalifa,0.0524,0.523,227773,0.805,0,3,0.0914,-5.473,1,0.192,125.358,0.602
Lay Me Down,Sam Smith,0.919,0.468,219536,0.19,0,4,0.107,-11.138,1,0.0373,125.319,0.326
Invasi Rock 'N Roll Garasi,Rajasinga,0.000512,0.394,80666,0.871,0.412,8,0.456,-7.862,1,0.0986,125.309,0.121
Tendu - Spinning Song for Ballet Class,Ballet L'école,0.952,0.604,50600,0.222,0.895,0,0.0951,-19.021,1,0.0911,125.291,0.33
A Whole New World (Plie: 3/4),Lisa Harris,0.977,0.332,114920,0.0534,0.923,2,0.118,-20.469,1,0.0477,125.258,0.196
Per Ulv,Terje Rypdal,0.0387,0.572,515227,0.37,0.856,7,0.176,-18.377,1,0.0402,125.248,0.198
Hard to Beat,Hard-FI,0.00191,0.56,253307,0.841,0.00000533,10,0.182,-4.532,1,0.0664,125.219,0.78
Funk Nights,Funktimizer,0.000942,0.914,141876,0.433,0.199,2,0.348,-12.354,0,0.385,125.188,0.591
Hey Brother,Avicii,0.0552,0.456,199667,0.845,0.0000113,7,0.397,-4.618,0,0.085,125.161,0.563
pictures feat. Kacey Musgraves,Judah & the Lion,0.309,0.567,253869,0.542,0.000342,2,0.0734,-6.64,1,0.0309,125.16,0.229
Many Places 2 Call Home,Nana Grizol,0.933,0.729,99240,0.49,0,9,0.366,-10.185,1,0.158,125.159,0.938
Let's Fall In Love,Diana Krall,0.911,0.616,258867,0.198,0.00216,5,0.116,-15.542,0,0.0435,125.117,0.377
If I Can't Get Down,Mike Dunn,0.00181,0.786,310581,0.669,0.278,10,0.0461,-6.133,0,0.168,125.116,0.606
OMG Rock n Roll,Kevin Morby,0.287,0.427,149120,0.774,0.678,9,0.108,-4.377,1,0.0502,125.113,0.154
The Excess,Whipstriker,0.0125,0.391,154787,0.979,0.747,1,0.239,-3.377,0,0.0651,125.094,0.285
Both Of Us,B.o.B Featuring Taylor Swift,0.0213,0.677,216120,0.722,0,7,0.207,-7.088,1,0.0522,125.091,0.0483
More,Usher,0.00166,0.551,219987,0.893,0,7,0.348,-2.628,1,0.0543,125.083,0.794
La La La,Naughty Boy Featuring Sam Smith,0.107,0.772,222200,0.65,0.00000113,6,0.0905,-5.202,0,0.0306,125.082,0.262
Velvet Glove - Remastered,Disparaged,0.00000121,0.331,209000,0.95,0.0651,3,0.177,-5.6,1,0.0889,125.081,0.192
FDB,Young Dro,0.0378,0.942,220808,0.773,0,5,0.0736,-4.855,1,0.208,125.075,0.648
Let Me Down Easy,Billy Currington,0.361,0.606,228493,0.497,0,1,0.106,-5.005,1,0.0278,125.059,0.18
Pound The Alarm,Nicki Minaj,0.0403,0.728,205640,0.858,0.00000426,9,0.0241,-3.686,1,0.0609,125.054,0.591
Flicka Da Wrist,Chedda Da Connect,0.043,0.949,221668,0.387,0.00000151,6,0.0578,-8.798,1,0.352,125.047,0.558
Rewrite The Stars,Zac Efron & Zendaya,0.0716,0.684,217440,0.619,0,10,0.122,-7.005,1,0.0386,125.046,0.284
The World Was Mine,Logical Terror,0.000774,0.465,246027,0.971,0.0508,11,0.215,-6.44,0,0.231,125.04,0.104
Raggarträff och dunka plåt,Raggarkungen,0.144,0.663,202326,0.736,0.0000267,0,0.155,-6.743,1,0.0307,125.038,0.763
Canción Contra La Indecisión,Bobo Stenson Trio,0.947,0.579,252773,0.146,0.892,0,0.0827,-23.586,1,0.0367,125.036,0.423
"2011, Or a Knight of the Fail",Solefald,0.0234,0.518,418037,0.952,0.0271,1,0.328,-5.643,1,0.08,125.035,0.335
Lose It,Quavo Featuring Lil Baby,0.0161,0.962,237655,0.573,0,7,0.109,-5.924,1,0.308,125.035,0.728
One Day Closer to the End of the World,Cattle Decapitation,0.0000107,0.353,227398,0.98,0.868,4,0.286,-3.795,0,0.204,125.031,0.0607
Backseat,New Boyz Featuring The Cataracs & Dev,0.0693,0.595,224093,0.923,0,7,0.505,-3.449,1,0.144,125.029,0.782
One Last Time,Ariana Grande,0.093,0.628,197267,0.593,0.00000165,8,0.096,-5.036,1,0.0323,125.026,0.104
Iskaba,Wande Coal,0.0794,0.814,224680,0.764,0.0174,0,0.0696,-7.944,0,0.053,125.026,0.899
Halfway Gone,Lifehouse,0.000449,0.543,195307,0.919,0,1,0.243,-4.831,0,0.0415,125.022,0.498
What Do You Mean?,Justin Bieber,0.59,0.845,205680,0.567,0.00142,5,0.0811,-8.118,0,0.0956,125.02,0.793
Spotlight,Gucci Mane Featuring Usher,0.0982,0.781,236080,0.806,0,10,0.403,-4.2,0,0.137,125.019,0.69
Zodd the Immortal,Beast In Black,0.00000342,0.512,213440,0.978,0.00502,5,0.295,-6.497,0,0.118,125.017,0.252
California Gurls,Katy Perry Featuring Snoop Dogg,0.00446,0.791,234653,0.754,0,0,0.163,-3.729,1,0.0569,125.014,0.425
We Are One (Ole Ola) [The 2014 FIFA World Cup Official Song],Pitbull Featuring Jennifer Lopez & Claudia Leitte,0.00879,0.592,222520,0.935,0.0154,6,0.132,-4.317,0,0.0581,125.013,0.567
No Type,Rae Sremmurd,0.0158,0.891,200080,0.486,0.00000378,6,0.0925,-7.803,1,0.159,125.01,0.239
Starships,Nicki Minaj,0.135,0.747,210627,0.716,0,11,0.251,-2.457,0,0.075,125.008,0.751
You Make Me,Avicii,0.00246,0.585,231640,0.657,0.000513,6,0.156,-7.546,1,0.0408,125.007,0.546
No Rights,Whipstriker,0.0247,0.461,267040,0.929,0.683,2,0.377,-4.888,1,0.0485,125.004,0.5
Light in the Sky,We Banjo 3,0.434,0.632,227600,0.775,0,7,0.266,-4.648,1,0.078,125.002,0.331
Fever - Pagany Jazzy Mix,Jazz Juice,0.000972,0.792,344040,0.682,0.17,0,0.0757,-8.686,0,0.0468,125.001,0.542
Keep It Up,Hovvdy,0.785,0.594,206104,0.772,0.885,8,0.114,-5.886,1,0.0281,124.998,0.298
"Sex, Drugs, Alcohol",Black V Neck,0.0362,0.897,238080,0.69,0.0565,8,0.0539,-5.932,1,0.0511,124.998,0.13
My Obsession,Killswitch Engage,0.0000469,0.59,224760,0.97,0.0521,8,0.379,-3.815,1,0.0886,124.998,0.423
Crab Rave,Noisestorm,0.206,0.768,161280,0.933,0.915,2,0.0833,-2.95,0,0.0385,124.996,0.245
A Sky Full Of Stars,Coldplay,0.00713,0.551,268467,0.636,0.00203,6,0.217,-7.125,1,0.0281,124.996,0.153
Take Me Home,Lopazz,0.000377,0.768,364935,0.275,0.825,11,0.0457,-17.985,0,0.0538,124.994,0.335
Mouth Music,Black V Neck,0.000112,0.81,244800,0.987,0.902,1,0.0564,-3.825,1,0.0547,124.994,0.281
Ordinary Love,U2,0.0207,0.617,227173,0.621,0.000038,11,0.0879,-10.233,1,0.0306,124.992,0.378
Rock That Body,The Black Eyed Peas,0.0172,0.715,268840,0.907,0.0000839,7,0.426,-6.025,0,0.0993,124.992,0.841
Narcos,Migos,0.0142,0.936,255379,0.585,0,0,0.132,-6.914,1,0.125,124.991,0.242
Shadows of doom,Graveland,0.0012,0.313,193453,0.845,0.869,1,0.11,-11.631,1,0.0849,124.991,0.0555
This I Believe (The Creed),Holy Communion Instrumental Duo,0.984,0.571,304164,0.112,0.905,2,0.113,-17.561,1,0.0489,124.99,0.257
I Need Your Love,Calvin Harris Featuring Ellie Goulding,0.41,0.695,234507,0.869,0,8,0.237,-5.066,1,0.0483,124.989,0.58
What Makes You Beautiful,One Direction,0.009,0.726,199987,0.787,0,4,0.0596,-2.494,1,0.0738,124.989,0.888
Living Life,Pegassi,0.00281,0.724,246740,0.828,0.319,11,0.281,-6.286,1,0.244,124.988,0.288
Wolves,Selena Gomez X Marshmello,0.124,0.724,197993,0.804,0,11,0.204,-4.614,0,0.0448,124.987,0.306
Adrenalina,Wisin Featuring Jennifer Lopez & Ricky Martin,0.0856,0.685,235547,0.944,0,5,0.0927,-2.793,1,0.145,124.987,0.757
We No Speak Americano,Yolanda Be Cool,0.0468,0.86,269840,0.595,0.372,3,0.0824,-9.273,0,0.0648,124.987,0.545
Shankara,Panda Dub,0.0453,0.743,402697,0.818,0.475,10,0.135,-6.23,0,0.0285,124.987,0.523
Perfect Illusion,Lady Gaga,0.0012,0.613,182000,0.857,0,1,0.358,-5.492,0,0.0366,124.987,0.664
Perfect (Electro Swing Remix),11 Acorn Lane,0.0304,0.793,202498,0.868,0.00961,0,0.085,-4.001,1,0.173,124.985,0.85
Red,Taylor Swift,0.0773,0.602,220827,0.896,0.0000887,1,0.091,-4.267,0,0.0437,124.978,0.641
Fade II Black - Cevin Fisher Re-Edit,Kings Of Tomorrow,0.0000133,0.869,377560,0.981,0.463,1,0.0812,-4.818,1,0.0732,124.975,0.407
Swing Thing,11 Acorn Lane,0.0155,0.894,242695,0.699,0.846,9,0.073,-5.932,0,0.0577,124.968,0.568
Who Dat Girl,Flo Rida Featuring Akon,0.00683,0.719,200880,0.616,0.0000311,1,0.0742,-3.951,1,0.0395,124.963,0.625
Girls Like You,Maroon 5 Featuring Cardi B,0.568,0.851,235545,0.541,0,0,0.13,-6.825,1,0.0505,124.959,0.448
Ice Melts,Drake Featuring Young Thug,0.08,0.813,250770,0.551,0,6,0.386,-7.605,0,0.353,124.957,0.598
Numb,Usher,0.0113,0.577,225520,0.687,0.00000442,8,0.112,-7.601,1,0.0471,124.956,0.291
In The Dark,Dev,0.00358,0.736,226227,0.823,0.000914,8,0.33,-4.231,1,0.0675,124.954,0.442
Jingle Bells (Heavy Metal Version),Orion's Reign,0.00083,0.426,164820,0.894,0.000239,0,0.288,-3.946,1,0.0509,124.954,0.581
I Do Care,Viktoria Tolstoy,0.243,0.648,213013,0.692,0.00000444,2,0.398,-8.565,1,0.0426,124.952,0.719
Love Me,Lil Wayne Featuring Drake & Future,0.0119,0.674,253440,0.608,0,8,0.103,-6.628,0,0.0334,124.952,0.464
Believer,Imagine Dragons,0.0622,0.776,204347,0.78,0,10,0.081,-4.374,0,0.128,124.949,0.666
Conjuring the Dead,Belphegor,0.0000124,0.462,273715,0.968,0.603,0,0.0631,-5.117,1,0.156,124.945,0.0418
Pillowtalk,Zayn,0.117,0.584,202747,0.7,0,11,0.0939,-4.275,1,0.0456,124.944,0.438
Shooting Stars,Bag Raiders,0.0893,0.636,235813,0.72,0.0178,11,0.0868,-6.195,1,0.0432,124.944,0.425
Silly Love Songs,Glee Cast,0.586,0.643,230160,0.585,0.00000467,0,0.278,-6.724,1,0.0289,124.935,0.561
Adrienne,Vanessa Paradis,0.398,0.681,205653,0.588,0.00622,5,0.0906,-8.977,1,0.0299,124.933,0.726
No New Friends (SFTB Remix),"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",0.00589,0.703,308333,0.681,0,2,0.449,-6.356,1,0.133,124.928,0.245
Unbroken,Demi Lovato,0.0221,0.559,198627,0.722,0,7,0.101,-4.446,1,0.0527,124.923,0.383
I Used to Love You (feat. Francci Richard) - Dub Mix,Jack Wins,0.0843,0.627,180480,0.932,0.000357,0,0.297,-4.164,1,0.459,124.919,0.154
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,0.239,0.666,251627,0.68,0,5,0.348,-6.667,1,0.034,124.914,0.26
Like A G6,Far*East Movement Featuring Cataracs & Dev,0.00676,0.435,216893,0.837,0,3,0.117,-8.126,1,0.449,124.913,0.778
Ruin My Life,Zara Larsson,0.423,0.665,190932,0.699,0,11,0.0969,-5.265,1,0.0578,124.896,0.585
Give It Up,KC & The Sunshine Band,0.0192,0.862,254240,0.624,0.000153,3,0.0465,-11.63,1,0.0565,124.896,0.882
Candy,Doja Cat,0.513,0.689,190920,0.516,0,8,0.163,-5.857,1,0.0444,124.876,0.209
Aggressive Fornicator,Blasfemia,0.0000182,0.197,245000,0.977,0.943,1,0.324,-7.156,1,0.172,124.868,0.115
Friends,Brad Mehldau Trio,0.714,0.453,495360,0.313,0.805,2,0.107,-15.476,1,0.036,124.846,0.404
La Buena y la Mala,Banda Tierra Sagrada,0.527,0.805,204453,0.716,0,0,0.247,-4.498,1,0.039,124.832,0.905
Monster,"Kanye West Featuring Jay-Z, Rick Ross, Bon Iver & Nicki Minaj",0.00244,0.628,378893,0.692,0.013,2,0.668,-5.64,1,0.202,124.791,0.0964
Trash - The London Suede Version,The London Suede,0.000937,0.439,245947,0.993,0.0000629,11,0.285,-2.923,1,0.1,124.609,0.157
I Made It (Cash Money Heroes),"Kevin Rudolf Featuring Birdman, Jay Sean, & Lil Wayne",0.043,0.592,249547,0.944,0,7,0.365,-2.94,1,0.111,124.42,0.574
Forward,Beyonce Featuring James Blake,0.947,0.387,79200,0.133,0.0591,7,0.107,-15.633,0,0.0474,124.397,0.0498
"Theme From ""Bus Stop""",Jackie Gleason,0.748,0.245,222787,0.0935,0.254,5,0.0963,-19.343,1,0.0373,124.385,0.107
The Pecan Tree,Deafheaven,0.0000512,0.206,686920,0.785,0.895,9,0.137,-5.841,0,0.0493,124.353,0.201
The Archer,Taylor Swift,0.12,0.292,211240,0.574,0.00569,0,0.0663,-9.375,1,0.0401,124.344,0.166
Black Metal Is Alive V,Abrasion,0.993,0.167,238576,0.472,0.98,4,0.342,-17.75,1,0.0583,124.247,0.0443
Come Join The Murder,The White Buffalo & The Forest Rangers,0.67,0.529,448093,0.445,0.032,5,0.106,-7.156,1,0.0275,124.166,0.179
Over My Shoulder - VIP Mix,Marc Kiss,0.0481,0.663,197794,0.966,0,10,0.308,-2.369,0,0.276,124.1,0.36
What The Water Gave Me,Florence + The Machine,0.00933,0.491,333467,0.566,0.000226,0,0.114,-6.445,0,0.0319,124.092,0.184
Mejor Me Alejo,Banda Sinaloense MS de Sergio Lizárraga,0.206,0.823,201960,0.378,0.00000395,0,0.106,-6.906,1,0.0431,124.084,0.54
Wake Me Up!,Avicii,0.0038,0.532,247427,0.783,0.0012,2,0.161,-5.697,1,0.0523,124.08,0.643
This Is How We Party - Cat Dealers Remix,R3HAB,0.000388,0.709,194516,0.84,0.467,11,0.157,-7.293,1,0.123,124.078,0.0639
Firework,Katy Perry,0.139,0.638,227880,0.826,0,8,0.0803,-4.968,1,0.0479,124.072,0.649
Mac 10,Trippie Redd Featuring Lil Baby & Lil Duke,0.179,0.79,127742,0.629,0,9,0.356,-7.172,1,0.138,124.063,0.833
Sweater Weather,The Neighbourhood,0.0495,0.612,240400,0.807,0.0177,10,0.101,-2.81,1,0.0336,124.053,0.398
Pop On Acid,Afrojack,0.00941,0.56,324266,0.886,0.867,5,0.1,-6.835,0,0.0688,124.052,0.393
Punk Rock Rulebook,88 Fingers Louie,0.0000041,0.396,143425,0.982,0.00000982,7,0.224,-2.585,1,0.0724,124.052,0.48
Time Of Our Lives,Pitbull & Ne-Yo,0.0921,0.72,229360,0.802,0,1,0.694,-5.797,1,0.0582,124.043,0.723
Catch My Breath,Kelly Clarkson,0.0251,0.692,250387,0.908,0,9,0.0933,-5.364,1,0.0677,124.042,0.513
Higher Things - Maurice Joshua Album Version,Kim English,0.0754,0.725,412293,0.828,0.00147,5,0.0416,-7.121,0,0.0602,124.041,0.92
18,One Direction,0.22,0.681,248360,0.582,0,6,0.119,-7.76,0,0.0313,124.038,0.221
Rhythm Is a Dancer - Extended Edition,Alex Christensen,0.0815,0.614,279291,0.705,0,9,0.0663,-10.262,0,0.0513,124.029,0.222
Firework,Glee Cast,0.011,0.619,227507,0.888,0,8,0.101,-5.198,1,0.0719,124.029,0.442
Drop Dead,Driveways,0.0000237,0.573,213144,0.876,0.000519,6,0.375,-7.644,0,0.0482,124.023,0.58
Burnin' Up,Jessie J Featuring 2 Chainz,0.0442,0.756,220547,0.814,0.00000354,1,0.687,-2.969,0,0.0459,124.022,0.414
Ghost Dub,Chris Lorenzo,0.0871,0.936,309677,0.711,0.00464,11,0.104,-5.435,1,0.289,124.021,0.564
Break The Rules,Charli XCX,0.0305,0.676,203908,0.926,0.000658,0,0.0771,-2.244,0,0.0425,124.019,0.818
Drive-by Stalking,Nightstop,0.000483,0.247,320432,0.872,0.941,7,0.152,-4.729,0,0.0418,124.019,0.149
What's The Move,Young Thug Featuring Lil Uzi Vert,0.0431,0.961,251080,0.438,0,7,0.139,-7.877,1,0.31,124.018,0.412
Don't Say - P.M.FM Remix,Deep Dive Corp.,0.00564,0.788,342581,0.459,0.775,0,0.0684,-12.01,1,0.0718,124.018,0.409
Kenke Corner,Guts,0.0403,0.823,386893,0.648,0.767,1,0.174,-10.107,0,0.045,124.015,0.962
Dancehall King,Shatta Wale,0.541,0.793,219733,0.937,0,1,0.0695,-3.562,1,0.0553,124.009,0.973
Boa Me (feat. Ed Sheeran & Mugeez),Fuse ODG,0.165,0.906,180500,0.597,0.00000294,0,0.0775,-2.566,1,0.0764,124.008,0.967
Trip,John Summit,0.00369,0.859,348387,0.873,0.886,11,0.626,-6.848,1,0.0405,124.006,0.507
Just Came For The Music,Billy Kenny,0.000732,0.808,250645,0.933,0.804,9,0.36,-7.726,1,0.0413,124.004,0.8
Come with Me and Fly (feat. Yusef Rumperfield),Tall Black Guy,0.142,0.84,404547,0.637,0.831,4,0.127,-7.457,0,0.035,124.003,0.117
So Close - Club Mix,Kidnap,0.00114,0.804,345207,0.792,0.753,1,0.0472,-5.878,0,0.0475,124.001,0.371
Six Sides,Novembers Doom,0.0000143,0.525,466640,0.937,0.636,5,0.342,-3.835,1,0.0612,124,0.341
Close,Nick Jonas Featuring Tove Lo,0.253,0.653,234213,0.623,0,6,0.144,-5.273,0,0.082,123.999,0.401
Aquiver,Le Youth,0.0314,0.727,267780,0.748,0.83,5,0.199,-6.72,0,0.0325,123.997,0.387
Calm World,Steve Roach,0.843,0.17,786440,0.153,0.961,2,0.0916,-27.477,1,0.0498,123.996,0.0383
Feeling Punk - Roy Mclaren Remake,Todd Terry,0.00011,0.771,375484,0.695,0.675,2,0.0359,-9.989,1,0.0627,123.996,0.597
Feeling Punk - Roy Mclaren Remake,Todd Terry,0.00011,0.771,375484,0.695,0.675,2,0.0359,-9.989,1,0.0627,123.996,0.597
Feeling Punk - Roy McLaren Remake,Todd Terry,0.00011,0.771,375484,0.695,0.675,2,0.0359,-9.989,1,0.0627,123.996,0.597
One Kiss,Calvin Harris & Dua Lipa,0.037,0.791,214847,0.862,0.0000219,9,0.0814,-3.24,0,0.11,123.994,0.592
Willow Tree - Kidnap Extended Dub,Kidnap,0.0747,0.736,294521,0.851,0.822,4,0.0577,-9.412,0,0.0414,123.993,0.0748
Take It Easy - Sonny Fodera & Mat.Joe Remix,Gershon Jackson,0.001,0.948,407591,0.411,0.00451,10,0.0584,-7.538,0,0.0507,123.992,0.205
Wish,Wolfpack,0,0.385,177960,0.992,0.944,1,0.278,-4.502,1,0.0789,123.991,0.256
Live A Little,Kenny Chesney,0.0207,0.642,219107,0.886,0.0275,7,0.391,-6.151,1,0.04,123.985,0.287
Middle Child,J. Cole,0.149,0.837,213594,0.364,0,8,0.271,-11.713,1,0.276,123.984,0.463
Perfect Storm,Brad Paisley,0.365,0.53,234840,0.753,0.0000419,0,0.269,-5.551,1,0.0346,123.979,0.38
Weak,AJR,0.118,0.67,201159,0.643,0,5,0.192,-4.553,1,0.0465,123.979,0.703
Glassbeadgames - 8 Hours at Fabric Dub,Martyn,0.0275,0.845,481690,0.564,0.714,9,0.0753,-11.955,0,0.102,123.979,0.356
Highway Tune,Greta Van Fleet,0.0096,0.583,180640,0.962,0.128,4,0.283,-3.037,1,0.0543,123.977,0.506
Inventing Shadows,Dia Frampton,0.00948,0.604,213040,0.805,0.00069,11,0.116,-6.272,1,0.0414,123.977,0.269
No Complaints,Metro Boomin Featuring Offset & Drake,0.0829,0.913,261733,0.498,0.0369,2,0.0799,-10.742,1,0.165,123.975,0.217
Disco Zombi Italia,Carpenter Brut,0.0000499,0.68,317419,0.791,0.883,5,0.137,-4.34,0,0.0464,123.973,0.434
Doorman,Moksi,0.00635,0.708,221640,0.755,0,6,0.226,-6.026,0,0.0351,123.967,0.229
Back & Forth,Wild Child,0.0694,0.749,211360,0.699,0,5,0.124,-7.193,0,0.0469,123.965,0.641
The Warning,Procession,0.00411,0.525,146929,0.908,0.775,8,0.145,-8.501,1,0.064,123.964,0.0372
This Is What You Came For,Calvin Harris Featuring Rihanna,0.199,0.63,222160,0.928,0.124,9,0.148,-2.787,0,0.0331,123.963,0.465
Gonna Wanna Tonight,Chase Rice,0.0444,0.584,214950,0.79,0.0000422,2,0.0734,-6.544,1,0.0412,123.961,0.691
Shockwave,Liam Gallagher,0.00000756,0.434,211192,0.891,0,2,0.257,-3.238,0,0.0439,123.958,0.39
Shockwave,Liam Gallagher,0.00000756,0.434,211192,0.891,0,2,0.257,-3.238,0,0.0439,123.958,0.39
We Rolled Together - Yttling Jazz Remix,David Lynch,0.0883,0.592,335822,0.623,0.796,11,0.155,-9.995,0,0.027,123.955,0.432
Gipsy,Moksi,0.0118,0.672,268077,0.684,0.342,2,0.297,-7.897,1,0.0346,123.951,0.0882
Orphans of the Sky,36,0.908,0.172,412891,0.148,0.763,10,0.0834,-18.667,1,0.0394,123.948,0.038
Don't Start Now,Dua Lipa,0.0125,0.794,183290,0.793,0,11,0.0952,-4.521,0,0.0842,123.941,0.677
Worth It,YK Osiris,0.468,0.764,189253,0.528,0,5,0.0811,-4.082,0,0.0588,123.936,0.422
Won't Be Late,Swae Lee Featuring Drake,0.0824,0.915,218710,0.588,0.000169,7,0.104,-6.302,0,0.0677,123.936,0.329
Lush Life,John Coltrane,0.979,0.468,329293,0.119,0.0181,6,0.165,-18.756,1,0.0414,123.933,0.125
Foreign,Trey Songz,0.0254,0.749,249000,0.643,0,5,0.101,-7.424,0,0.114,123.92,0.651
If I Can't Have You,Shawn Mendes,0.524,0.692,190800,0.809,0,2,0.147,-4.198,1,0.0602,123.911,0.864
Punk Rock's Not Dead,Darkbuster,0.000516,0.597,149150,0.923,0.209,9,0.0821,-3.092,1,0.037,123.895,0.89
Love Me Now,John Legend,0.591,0.488,210293,0.762,0,8,0.0763,-3.842,1,0.0865,123.889,0.709
