track,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Don't Close Your Eyes,Kix,0.0795,0.537,257053,0.382,0.00115,7,0.114,-15.568,0,0.0245,148.061,0.338
Detroit Rock City,KISS,0.0442,0.546,215899,0.91,0.0000561,5,0.263,-6.736,1,0.061,90.58,0.458
Hot for Teacher - 2015 Remaster,Van Halen,0.000652,0.551,282747,0.947,0.000257,2,0.0637,-4.671,1,0.152,127.657,0.466
Don't Treat Me Bad,Firehouse,0.000303,0.616,235360,0.807,0.0000237,8,0.193,-11.4,1,0.0348,111.054,0.637
Don't Stop Believin',Journey,0.127,0.5,250987,0.748,0,4,0.447,-9.072,1,0.0363,118.852,0.514
House of Pain,Faster Pussycat,0.0766,0.519,346627,0.61,0.0000649,0,0.248,-10.256,1,0.036,121.324,0.232
Sharp Dressed Man - 2008 Remaster,ZZ Top,0.000359,0.601,258027,0.859,0.00124,5,0.0871,-5.263,1,0.0276,125.145,0.446
Paranoid - 2016 Remaster,Black Sabbath,0.0000452,0.415,168406,0.658,0.000735,4,0.176,-12.051,0,0.0696,163.015,0.45
You Shook Me All Night Long,AC/DC,0.00287,0.532,210173,0.767,0.000513,7,0.39,-5.509,1,0.0574,127.361,0.755
I Was Made For Lovin' You,KISS,0.213,0.768,271240,0.852,0.0000745,4,0.0723,-6.215,1,0.038,128.374,0.867
Breaking the Chains,Dokken,0.00914,0.526,231693,0.9,0,4,0.277,-4.76,0,0.0531,125.349,0.458
Uncle Tom's Cabin,Warrant,0.186,0.633,241507,0.732,0.0000137,8,0.13,-6.785,1,0.0707,126.567,0.273
"Mama, I'm Coming Home",Ozzy Osbourne,0.0105,0.282,251867,0.656,0,8,0.0892,-6.557,1,0.0302,139.352,0.242
Runnin' with the Devil - 2015 Remaster,Van Halen,0.148,0.472,214960,0.9,0.000297,8,0.34,-6.406,0,0.0582,95.826,0.42
Just Like Paradise,David Lee Roth,0.0219,0.611,243280,0.853,0,2,0.671,-4.983,1,0.034,135.558,0.376
Since You Been Gone,Rainbow,0.551,0.716,197867,0.821,0.00000568,7,0.618,-4.204,1,0.0389,120.737,0.931
Cryin',Vixen,0.146,0.657,211907,0.567,0.00002,9,0.0554,-12.871,1,0.0261,109.007,0.563
Barracuda,Heart,0.015,0.547,261933,0.691,0.105,4,0.144,-13.553,0,0.0369,137.148,0.667
Wind Of Change,Scorpions,0.297,0.453,313227,0.543,0,0,0.0928,-10.106,1,0.0366,151.362,0.282
Forevermore,The Northmen,0.000643,0.373,261000,0.867,0.000226,10,0.318,-4.66,0,0.0511,160.011,0.104
Pathetic,My Own Words,0.000249,0.468,236913,0.939,0.00000136,2,0.132,-4.633,1,0.0846,145.954,0.347
Falling Down,Dylan 'N' Alice,0.0000518,0.462,261226,0.944,0.0394,2,0.169,-4.412,0,0.0513,90.494,0.276
Trial by Fire,Mammothor,0.0000408,0.281,222840,0.977,0.00309,10,0.205,-3.73,0,0.0632,83.645,0.416
Break on Through (To the Other Side) [feat. Andy James],Violent Idols,0.000102,0.512,156500,0.972,0,2,0.102,-3.174,1,0.151,90.06,0.305
Undead,Parts Per Million,0.00000828,0.317,221560,0.993,0.00457,6,0.341,-4.475,1,0.162,181,0.159
The Wolf You Feed,Stone Dog Zen,0.000717,0.602,246637,0.91,0.0000387,8,0.132,-4.531,1,0.0525,128.041,0.659
The Halo Project: Rewired [Radio Edit],Ashes to Embers,0.0316,0.339,216001,0.977,0.000961,0,0.133,-4.777,0,0.121,181.034,0.262
Break Stuff,Limp Bizkit,0.00325,0.427,166653,0.908,0.0000612,8,0.0475,-5.399,1,0.165,108.681,0.617
Dig Your Grave,The Northmen,0.0000278,0.497,164929,0.954,0.00113,2,0.289,-3.491,0,0.0746,104.933,0.35
Die MF Die,Dope,0.00169,0.657,186067,0.96,0.000997,5,0.109,-3.524,0,0.07,126.02,0.567
Mama Said Knock You Out,Five Finger Death Punch,0.000151,0.592,167480,0.981,0,6,0.0866,-3.244,0,0.0946,102.986,0.765
Murmaider,Metalocalypse: Dethklok,0.000643,0.407,204360,0.863,0.591,0,0.128,-7.968,1,0.0704,113.98,0.519
Me Against the World,Blacklite District,0.000519,0.582,214007,0.7,0.00000206,6,0.0865,-7.654,0,0.0337,119.974,0.415
Cryin' Like A Bitch!!,Godsmack,0.0000719,0.543,201667,0.808,0.00336,10,0.114,-5.484,1,0.0407,95.19,0.472
Full Circle,Five Finger Death Punch,0.000151,0.495,202250,0.993,0,7,0.368,-3.014,1,0.145,149.912,0.29
Flare of Defiance,Veio,0.000116,0.45,263077,0.975,0.00114,5,0.082,-3.905,1,0.0982,103.983,0.262
Cold as Ice,Blacklite District,0.00615,0.43,207776,0.77,0,0,0.182,-7.082,1,0.0459,148.016,0.483
Soul Sister Retribution,Rockie Brown,0.00372,0.463,206187,0.967,0.00000503,10,0.899,-3.798,0,0.176,85.072,0.58
Apathy Killed the Artist,Twisted Illusion,0.000279,0.497,289533,0.951,0.15,4,0.255,-3.227,1,0.0831,75.007,0.347
You,Zero Theorem,0.00287,0.411,206700,0.983,0,1,0.242,-3.332,1,0.118,74.959,0.582
Paranoia,Hostile Array,0.0000576,0.42,230000,0.961,0.0236,4,0.287,-4.299,1,0.0904,165.056,0.477
Uncanny Valley,Atlas For Infinity,0.00697,0.372,227370,0.665,0.000182,0,0.0861,-7.85,0,0.0564,129.962,0.0876
The Ghost of You,Jake Adkins,0.000659,0.492,201467,0.865,0,11,0.286,-6.118,0,0.0348,145.957,0.578
When You Come Around,Chasing Desolation,0.000157,0.572,175588,0.857,0.00054,4,0.112,-5.771,0,0.0407,118.962,0.536
Dimensions,Aristic,0.000367,0.41,244235,0.992,0.000288,1,0.254,-2.631,1,0.163,170.016,0.441
The Tethered,Stone Dog Zen,0.00155,0.608,258738,0.952,0.00423,11,0.513,-4.569,1,0.0864,129.959,0.716
Black Tongues,One Way to Live,0.000252,0.391,201796,0.979,0.0161,10,0.867,-3.892,0,0.201,90.233,0.572
Falling Apart,Take The Day,0.000845,0.497,222200,0.957,0.0000272,11,0.123,-3.994,0,0.0528,110,0.287
Glory,The Score,0.111,0.564,166693,0.613,0.00000322,11,0.0825,-5.055,1,0.0318,84.951,0.48
Call It Like It Is,Another Lost Year,0.000131,0.477,214302,0.876,0.116,2,0.419,-5.111,0,0.062,128.97,0.499
Little by Little,The Hate Club,0.0924,0.343,213750,0.663,0.0000682,3,0.15,-7.791,1,0.0542,128.135,0.166
Only You,From Inside,0.00025,0.415,204200,0.777,0.000247,2,0.171,-7.734,0,0.0533,150.05,0.21
Wild Fire,Travel Light,0.0206,0.456,184131,0.902,0.000138,7,0.204,-3.561,1,0.0468,83.969,0.546
Between Empathy & Apathy,Common Vision,0.0000254,0.381,227824,0.939,0.00000586,1,0.173,-3.441,1,0.0784,169.974,0.441
Half. Awake,Starsick System,0.0000269,0.448,229500,0.947,0.0000699,2,0.0643,-3.494,1,0.0646,115.015,0.306
Medicine,Jake Adkins,0.00533,0.609,230722,0.924,0.00000215,2,0.136,-3.275,0,0.0382,97.006,0.534
Follow the Blind,Afterlight,0.000403,0.503,251528,0.983,0.0381,1,0.411,-5.037,0,0.081,150.118,0.468
Peace in Misery,Death Remains,0.000852,0.258,218595,0.968,0.627,7,0.826,-3.877,1,0.112,185.35,0.21
As the Other Closed,Nathan Aeli,0.00000828,0.393,170373,0.904,0.64,4,0.152,-6.484,0,0.0536,104.988,0.3
Cut The Cord,Shinedown,0.00349,0.447,224597,0.966,0.000198,7,0.312,-2.966,1,0.089,178.105,0.533
Me Against the Devil,Jake Adkins,0.000206,0.545,240294,0.714,0.00612,7,0.375,-8.952,1,0.0397,113.499,0.56
Coming Down,Five Finger Death Punch,0.000619,0.31,241227,0.991,0,1,0.11,-2.927,0,0.488,76.372,0.187
Love Hate Relationship,Trapt,0.00886,0.483,253947,0.946,0,4,0.153,-5.301,1,0.133,171.982,0.459
Love-Hate-Sex-Pain,Godsmack,0.0000607,0.215,315453,0.911,0.00000347,9,0.183,-4.715,1,0.0394,183.535,0.47
Lift Me Up,Five Finger Death Punch,0.0000943,0.552,246613,0.988,0,4,0.364,-3.65,1,0.145,150.027,0.224
Wicked Ones,Dorothy,0.0353,0.587,172516,0.635,0,5,0.331,-5.47,1,0.0377,96.519,0.591
18/5/15,Nathan Aeli,0.0000105,0.396,172053,0.739,0.211,4,0.36,-6.57,0,0.0435,119.949,0.338
More Than Animals,Awake At Last,0.0000782,0.658,177857,0.918,0.0412,4,0.351,-4.855,0,0.0492,112.041,0.588
Hitcher,Mammothor,0.0000231,0.466,212613,0.982,0.000979,8,0.337,-3.896,1,0.0605,160.005,0.4
Adrenalize,In This Moment,0.00023,0.465,255773,0.96,0,6,0.129,-3.888,1,0.0792,132.014,0.43
Wrong Side Of Heaven,Five Finger Death Punch,0.00731,0.475,270933,0.933,0,4,0.276,-4.584,0,0.0693,150.078,0.543
I Feel Alive,Steady Rollin,0.0117,0.303,373512,0.88,0.00994,9,0.347,-4.739,1,0.0442,135.225,0.404
Still Alive,Prison,0.000129,0.561,184402,0.989,0.000228,11,0.172,-2.414,0,0.109,137.077,0.333
Battle Inside,My Own Words,0.00074,0.423,194392,0.858,0,7,0.092,-5.077,1,0.0542,148.02,0.37
Songs To Make You Move,Certain Animals,0.0000426,0.39,176803,0.654,0.633,11,0.102,-9.865,0,0.0411,175.829,0.592
I Will Not Bow,Breaking Benjamin,0.000165,0.533,216733,0.955,0.0000136,8,0.38,-3.708,1,0.0653,107.984,0.55
Breath,Breaking Benjamin,0.00012,0.347,218467,0.868,0.000273,5,0.0845,-4.145,0,0.0467,182.851,0.313
Override,New Vegas,0.0000427,0.222,244075,0.88,0.00214,4,0.0822,-6.528,0,0.0634,84.038,0.213
Dance With The Devil,Breaking Benjamin,0.00015,0.345,227107,0.929,0.00106,3,0.129,-4.469,0,0.142,155.041,0.181
In the End I'm Back to Me,Steady Rollin,0.0000526,0.567,303747,0.854,0.0264,2,0.151,-7.425,1,0.0302,133.187,0.85
Firefly,Breaking Benjamin,0.0000537,0.477,187573,0.85,0.000113,0,0.224,-4.517,1,0.0601,91.964,0.533
Luddite,Division | North,0.000241,0.407,170586,0.898,0.00181,1,0.229,-6.746,1,0.0531,127.799,0.281
At the Wheel,Colorblind,0.00181,0.512,232927,0.895,0,9,0.0497,-4.264,0,0.0682,135.047,0.22
For the future generation,Tears of a fallen hero,0.00348,0.399,178789,0.969,0,0,0.386,-4.145,1,0.0758,90.012,0.287
We Are the Youth,Then Came Monsters,0.00148,0.434,219409,0.806,0,2,0.0998,-6.614,1,0.0517,152.096,0.394
Three Way Ride,Wildstreet,0.00873,0.662,224173,0.876,0.0229,6,0.101,-4.566,1,0.0862,128.985,0.675
Zero Gravity,Alveole,0.000107,0.521,207536,0.924,0,7,0.237,-4.029,1,0.0444,140.026,0.638
Greed,Oracle,0.00000246,0.516,206467,0.925,0.199,5,0.0717,-4.973,1,0.0375,84.007,0.413
Night on Fire,Half Past Seven,0.115,0.596,223380,0.954,0.00000542,11,0.106,-3.034,0,0.0515,106.501,0.548
Dear Agony,Breaking Benjamin,0.0000849,0.358,258253,0.75,0,3,0.113,-3.572,1,0.0414,125.103,0.218
Follow - Radio Edit,Breaking Benjamin,0.00134,0.582,197040,0.929,0.0365,8,0.0371,-3.582,1,0.0668,106.003,0.58
Cold,Crossfade,0.0000606,0.451,194227,0.815,0,2,0.27,-5.55,0,0.0368,147.974,0.618
Our Revolution,Within Shadows,0.0027,0.554,237558,0.994,0,11,0.137,-1.554,0,0.165,100.021,0.221
So Far Away,Crossfade,0.000105,0.503,205520,0.942,0,4,0.248,-5.025,0,0.094,106.039,0.4
Colors,Crossfade,0.00174,0.337,198533,0.835,0,2,0.0945,-6.351,0,0.057,87.561,0.418
The Deep End,Crossfade,0.000622,0.434,203600,0.877,0.0000448,11,0.209,-4.943,1,0.0892,169.977,0.508
Under and Over It,Five Finger Death Punch,0.000014,0.478,230748,0.996,0,11,0.304,-2.996,0,0.188,75.959,0.116
Never Enough,Five Finger Death Punch,0.000512,0.536,209373,0.964,0,7,0.247,-4.093,1,0.127,126.084,0.276
Hollow Bastion,Saving Vice,0.0000452,0.402,204125,0.953,0.000125,11,0.345,-3.253,1,0.0955,152.038,0.29
Electric,Tyler Gilbert,0.000112,0.55,291360,0.962,0.000666,1,0.294,-5.264,1,0.068,95.03,0.314
Trenches,Pop Evil,0.000172,0.548,218572,0.95,0.0046,2,0.251,-3.532,0,0.0562,100.004,0.586
Crazy B*tch,Buckcherry,0.0209,0.654,202733,0.974,0,1,0.0865,-3.304,0,0.0861,98.044,0.679
Bones,Young Guns,0.00000277,0.349,197680,0.893,0.842,6,0.286,-3.676,0,0.0559,156.939,0.531
The Diary of Jane - Single Version,Breaking Benjamin,0.0000713,0.392,200547,0.964,0.0387,10,0.106,-4.441,0,0.0644,167.024,0.269
Bad Girlfriend,Theory of a Deadman,0.00298,0.504,205627,0.957,0,0,0.187,-2.657,1,0.0529,135.013,0.676
All or Nothing,Theory of a Deadman,0.0319,0.416,210560,0.802,0,10,0.0745,-4.44,0,0.0319,152.111,0.33
Fake It,Seether,0.00134,0.597,193893,0.949,0,8,0.0533,-3.438,1,0.0544,98.999,0.599
Misery,Eva Under Fire,0.00648,0.584,221268,0.908,0,2,0.373,-4.46,1,0.0568,141.988,0.546
Remedy,Seether,0.000189,0.548,207213,0.953,0.00288,8,0.0432,-4.688,1,0.0934,127.826,0.448
Country Song,Seether,0.00122,0.627,229493,0.856,0,0,0.247,-6.137,1,0.0325,95.999,0.909
FMLYHM,Seether,0.000317,0.373,208187,0.824,0.00000229,2,0.131,-4.339,1,0.049,196.11,0.302
Hell Yeah,Rev Theory,0.000104,0.363,247613,0.982,0.00000367,3,0.0222,-3.41,0,0.106,167.982,0.37
Suicide Betsy,Rear Naked Choke,0.00447,0.622,195885,0.974,0.000104,7,0.213,-4.867,0,0.0984,127.004,0.25
In the End,Linkin Park,0.00958,0.556,216880,0.864,0,3,0.209,-5.87,0,0.0584,105.143,0.4
I Hate Everything About You,Three Days Grace,0.00461,0.498,231480,0.83,0,6,0.139,-5.157,0,0.0421,89.342,0.453
Break,Three Days Grace,0.000666,0.578,193107,0.897,0,0,0.0924,-3.906,1,0.0357,115.491,0.737
Can't Hold On,Tragedy Channel,0.00212,0.578,227260,0.538,0.00000636,1,0.119,-7.229,0,0.0275,135.958,0.211
Wide Awake,The Fame,0.0000164,0.475,199614,0.904,0,4,0.166,-4.407,1,0.054,109.965,0.365
DEVIL,Shinedown,0.00039,0.354,207987,0.942,0.00000636,7,0.431,-3.245,1,0.237,119.992,0.242
Scars,I Prevail,0.0000997,0.505,229773,0.964,0.00000285,7,0.113,-3.673,1,0.0718,138.021,0.571
Inside Out,Five Finger Death Punch,0.00191,0.476,226349,0.991,0,4,0.121,-2.855,0,0.15,82.997,0.202
Killing Me Slowly,Bad Wolves,0.000725,0.345,237065,0.89,0.00000298,1,0.204,-4.175,0,0.0774,137.973,0.276
Anthem Of The Lonely,Nine Lashes,0.000364,0.348,241720,0.972,0,10,0.119,-3.144,0,0.0951,196.213,0.652
Dead Machine,Egypt Central,0.000505,0.522,166688,0.974,0.0000471,6,0.145,-3.378,0,0.285,131.993,0.171
Cannonball,Zero Theorem,0.00104,0.414,187200,0.972,0,4,0.568,-3.548,0,0.0855,199.793,0.493
Army of One,Message from Sylvia,0.0000752,0.397,203999,0.896,0.000229,9,0.0855,-5.356,1,0.0453,194.968,0.276
At Your Altar,Within The Grey,0.000216,0.503,190213,0.915,0.001,1,0.0635,-6.387,0,0.036,94.992,0.447
Adrenalize,In This Moment,0.00023,0.465,255773,0.96,0,6,0.129,-3.888,1,0.0792,132.014,0.43
ONE OF US,FEVER 333,0.00119,0.645,204267,0.85,0,7,0.241,-4.184,1,0.193,90.999,0.45
Something Different,Zero Theorem,0.00141,0.459,188349,0.99,0.00000549,11,0.0795,-3.008,0,0.0539,95.034,0.299
P Is for Pompeii,Johnny Stranger,0.000786,0.548,210036,0.888,0.00737,11,0.109,-3.971,1,0.066,140.028,0.446
Resentment,A Day To Remember,0.0000863,0.512,227267,0.952,0.0000416,9,0.0544,-3.285,0,0.167,122.988,0.17
Area,Zero Theorem,0.00227,0.429,194073,0.976,0,6,0.272,-2.707,0,0.179,177.99,0.436
Denial,Sevendust,0.0000262,0.602,258427,0.907,0.00333,1,0.222,-5.587,1,0.0522,104.348,0.461
Euthanize,Zero Theorem,0.000502,0.379,187586,0.99,0,9,0.363,-2.758,1,0.16,173.702,0.211
Brand New Numb,Motionless In White,0.000348,0.566,222461,0.886,0,0,0.494,-3.63,1,0.0902,130.066,0.619
House Of Gold,Atreyu,0.0174,0.339,238662,0.943,0,0,0.0593,-4.285,1,0.125,184.999,0.427
We're Coming In,FEVER 333,0.0342,0.633,136061,0.79,0.000205,6,0.386,-6.249,1,0.199,175.104,0.529
The Warlock,Johnny Stranger,0.000257,0.511,163826,0.822,0.00371,9,0.0366,-4.781,0,0.0448,120.175,0.788
wonderful life (feat. Dani Filth),Bring Me The Horizon,0.000416,0.406,274403,0.964,0.000231,6,0.401,-4.076,1,0.206,173.058,0.406
Back Foot,Dinosaur Pile-Up,0.00619,0.547,188653,0.922,0.0000113,6,0.349,-5.845,1,0.0858,160.128,0.844
Low,Zero Theorem,0.0026,0.523,198511,0.988,0,1,0.219,-3.037,1,0.0796,94.006,0.424
No More,Disturbed,0.000285,0.53,232640,0.988,0,7,0.222,-2.406,1,0.121,101.28,0.521
Mockingbird,Dylan 'N' Alice,0.000367,0.222,269750,0.98,0.159,7,0.363,-4.393,1,0.242,162.02,0.201
Becoming,Zero Theorem,0.000149,0.508,190202,0.956,0.0000381,8,0.309,-3.336,1,0.0641,88.01,0.511
A Grave Mistake,Ice Nine Kills,0.000838,0.36,184227,0.925,0,6,0.115,-3.775,0,0.0719,175.088,0.446
Low,Wage War,0.0000125,0.5,227093,0.967,0.0000616,1,0.12,-3.218,1,0.0534,129.994,0.498
Brother,Saul,0.0000332,0.481,259813,0.979,0.00927,6,0.135,-3.383,1,0.0816,105.005,0.18
Rorschach,Zero Theorem,0.0000672,0.365,206024,0.979,0.00000224,6,0.315,-3.609,0,0.0818,82.269,0.551
Faint,Memphis May Fire,0.00151,0.502,165747,0.905,0,1,0.305,-5.658,0,0.0713,135.001,0.405
Wasted,Killakoi,0.000102,0.486,227911,0.714,0.0001,2,0.0851,-8.209,1,0.0433,140.091,0.33
Black Water,Massface,0.000595,0.253,208077,0.931,0.00217,11,0.0978,-3.093,1,0.0616,194.911,0.332
So Far Down,American Sin,0.000101,0.377,204802,0.92,0,4,0.119,-4.095,1,0.148,194.969,0.475
The Killing,Zero Theorem,0.000623,0.326,175852,0.984,0.0000227,8,0.424,-3.316,1,0.139,197.895,0.425
Bow Down,I Prevail,0.0000536,0.426,242680,0.959,0.00000654,0,0.707,-4.95,1,0.0525,155.01,0.372
Unsainted,Slipknot,0.000118,0.427,260773,0.946,0.0253,7,0.0604,-2.188,1,0.0469,101.305,0.237
You'll Never Find Me,Korn,0.0000907,0.581,220881,0.903,0.124,8,0.187,-5.013,1,0.0786,107.028,0.177
Threat,Zero Theorem,0.000653,0.4,190057,0.943,0.0000765,6,0.206,-4.731,0,0.144,176.056,0.29
Welcome Home,HELLYEAH,0.000484,0.417,272503,0.948,0.00000107,7,0.237,-3.945,0,0.135,100.158,0.162
Cross Off,Mark Morton,0.0001,0.532,253446,0.935,0,2,0.0989,-5.102,1,0.129,131.997,0.325
When Legends Rise,Godsmack,0.000236,0.44,172826,0.916,0.0000194,4,0.0897,-4.222,0,0.266,124.099,0.401
MONSTERS,Shinedown,0.00204,0.487,248373,0.9,0.00000642,5,0.11,-4.54,1,0.0529,149.959,0.377
Who I Am,Wage War,0.000909,0.502,221760,0.968,0.00000146,1,0.621,-3.423,1,0.155,106.994,0.209
Out For Blood,Sum 41,0.0000735,0.553,216571,0.868,0.0359,6,0.0934,-4.186,0,0.048,140.047,0.5
MZRY,Crown The Empire,0.000778,0.412,244615,0.892,0.0000177,8,0.0673,-5.632,1,0.0635,171.096,0.342
Back In Black,AC/DC,0.011,0.31,255493,0.7,0.00965,9,0.0828,-5.678,1,0.047,188.386,0.763
Smoke on the Water,Deep Purple,0.134,0.608,334240,0.688,0.206,5,0.0951,-7.655,0,0.0296,114.414,0.749
Black Dog - Remaster,Led Zeppelin,0.396,0.437,295387,0.864,0.0314,4,0.242,-7.842,0,0.0904,81.394,0.749
Welcome To The Jungle,Guns N' Roses,0.0222,0.443,273600,0.955,0.361,8,0.297,-8.066,1,0.0741,123.423,0.333
Rattle Your Cage,Skrizzly Adams,0.027,0.583,209972,0.565,0,1,0.0908,-8.318,1,0.123,179.874,0.498
Somebody To Love - 2011 Mix,Queen,0.19,0.497,296493,0.693,0,8,0.215,-7.024,1,0.0565,111.539,0.358
Ozone,New Politics,0.0315,0.594,172221,0.866,0.000586,9,0.08,-4.741,0,0.0828,160.025,0.856
Highway to Hell,AC/DC,0.0591,0.573,208400,0.913,0.00173,6,0.156,-4.793,0,0.132,115.715,0.422
Rock and Roll - 1990 Remaster,Led Zeppelin,0.000564,0.327,219800,0.895,0.0159,9,0.104,-7.428,1,0.0367,169.39,0.898
Thirteen,Vivillain,0.000148,0.595,162900,0.929,0.158,8,0.334,-6.48,1,0.0419,92.508,0.493
Sweet Emotion,Aerosmith,0.00298,0.38,274133,0.76,0.0294,9,0.104,-10.961,1,0.0378,99.437,0.491
Fake,RedHook,0.00124,0.607,181271,0.962,0.00000526,1,0.139,-3.072,1,0.0575,120.055,0.795
Constellation,Spacebones,0.000327,0.338,247509,0.823,0.00422,4,0.187,-4.473,1,0.0531,82.024,0.463
T.N.T.,AC/DC,0.153,0.754,214667,0.759,0.000114,9,0.101,-5.218,1,0.302,126.367,0.435
Guerrilla Radio,RedHook,0.00232,0.712,217385,0.953,0.00000491,1,0.176,-4.951,1,0.106,102.495,0.552
Revolution - Remastered 2009,The Beatles,0.0734,0.407,205293,0.834,0.00021,6,0.241,-9.224,1,0.208,121.38,0.71
"Girls, Girls, Girls",Mötley Crüe,0.0319,0.601,270533,0.928,0.000116,7,0.401,-4.903,1,0.0703,140.11,0.564
Waves,Alborn,0.000141,0.347,274445,0.93,0.000332,10,0.059,-3.477,0,0.063,162.057,0.375
Paranoid,Royal Bliss,0.00538,0.459,166647,0.938,0,7,0.107,-1.998,1,0.0778,83.962,0.513
Lowlowlow,Sail By Summer,0.026,0.572,191933,0.718,0.0425,0,0.0901,-9.834,1,0.0315,93.971,0.659
Dull Days,Robbers,0.00733,0.557,237857,0.641,0.00964,11,0.113,-7.614,1,0.0324,111.962,0.425
Yeah Yeah,MELANIE?,0.0143,0.419,177951,0.694,0.000585,0,0.243,-4.651,1,0.0332,186.135,0.362
Heart Talk,Alex McArtor,0.000499,0.42,235338,0.687,0.0000024,9,0.315,-7.466,1,0.0288,164.044,0.34
Eye of the Tiger,Survivor,0.226,0.83,227307,0.513,0.000611,0,0.0799,-12.162,0,0.0343,108.973,0.586
Living Proof,Des Rocs,0.271,0.447,235099,0.7,0,2,0.0521,-5.739,1,0.137,149.69,0.476
Spin Around,The Eiffels,0.0059,0.623,177299,0.908,0,0,0.0879,-4.111,1,0.0317,129.028,0.745
Cause the World Is Small,Brothers Page,0.148,0.521,217455,0.494,0.00121,2,0.113,-9.82,1,0.0275,77.305,0.47
Message In A Bottle - Remastered 2003,The Police,0.0338,0.577,290280,0.808,0.0000133,1,0.221,-7.04,0,0.039,151.008,0.869
Coexist,Sonia Stein,0.202,0.677,248306,0.482,0.000188,7,0.104,-9.875,0,0.0535,112.018,0.312
Both of You,Patrick Martin,0.516,0.631,179648,0.851,0,8,0.209,-2.673,1,0.0561,161.906,0.727
You Really Got Me,Van Halen,0.0159,0.464,157640,0.944,0.00000566,1,0.384,-5.309,1,0.107,137.864,0.716
Anytime Soon,Chris Beer,0.216,0.659,215423,0.436,0.00191,2,0.064,-9.441,1,0.0513,139.951,0.352
Crazy,Alex McArtor,0.115,0.494,214127,0.576,0.000319,0,0.0687,-7.77,1,0.0313,94.04,0.149
The Whole Truth,Abby K,0.546,0.682,237320,0.434,0.00000132,7,0.0915,-7.226,1,0.0282,124.964,0.382
Lost in You Now,Brooke Lanziner,0.0865,0.567,143933,0.582,0.0000034,4,0.111,-7.238,1,0.0354,84.017,0.538
Show Me,Raquel Aurilia,0.757,0.583,229070,0.375,0.0000327,7,0.152,-13.685,1,0.0288,95.991,0.376
What You're Made Of,Arrested Youth,0.128,0.792,188166,0.682,0,10,0.0793,-5.293,1,0.0299,93.973,0.775
Satisfy Me,The Unfits,0.0252,0.579,244120,0.576,0.043,0,0.13,-9.615,1,0.0375,105.081,0.196
"Short Skirt, Bare Knees",Tyler Boone,0.00000422,0.379,191000,0.976,0.406,11,0.267,-5.856,0,0.156,176.093,0.243
Tears of Love,TOSH,0.034,0.578,197120,0.482,0.0000323,9,0.201,-7.621,0,0.0249,75.503,0.424
Sneakers,The Inoculated Canaries,0.126,0.42,272480,0.764,0,10,0.272,-4.194,1,0.0621,89.566,0.447
To Be a Man,4FOXSAKE,0.000264,0.298,191184,0.974,0.00000711,4,0.269,-3.935,1,0.0696,160.541,0.569
Princes Of The Universe,Queen,0.0273,0.396,213200,0.623,0,7,0.313,-14.327,1,0.0633,81.326,0.34
Echo,Tess Posner,0.717,0.546,182374,0.297,0.149,7,0.122,-12.522,0,0.0318,78.049,0.0634
Promise Me,Brian Mackey,0.000657,0.608,197181,0.818,0.000306,4,0.323,-4.938,1,0.031,109.996,0.512
Mr. Jones,Counting Crows,0.173,0.58,272507,0.814,0.0000018,0,0.246,-6.582,1,0.0363,141.606,0.722
Sick As Our Secrets,Makes My Blood Dance,0.0000305,0.536,238657,0.846,0.0137,9,0.103,-5.988,1,0.0355,112.066,0.508
The Way,Evan Troop,0.144,0.592,172774,0.804,0,0,0.442,-6.295,0,0.0269,107.969,0.61
Loving Is the Way,Alex McArtor,0.00664,0.559,245373,0.652,0,0,0.113,-5.665,1,0.032,119.932,0.236
Iron Man,Black Sabbath,0.00521,0.339,354240,0.824,0.00432,9,0.0803,-9.522,1,0.0938,154.573,0.538
Heat Of The Moment,Asia,0.315,0.323,227627,0.839,0.000313,1,0.348,-7.35,1,0.0503,136.232,0.543
Drive Slow,Skrizzly Adams,0.1,0.696,202189,0.347,0.00000603,11,0.0987,-9.494,1,0.0252,96.013,0.201
Donna,The Inoculated Canaries,0.00275,0.452,246093,0.726,0.00285,7,0.375,-5.433,1,0.0508,176.132,0.811
Act One,The Let Go,0.00816,0.595,193305,0.732,0.00913,9,0.0879,-6.983,1,0.0278,89.999,0.686
Broken/Scarred,Christopher Shayne,0.0749,0.465,209623,0.837,0,6,0.0904,-3.744,1,0.033,145.9,0.456
Expectations,Arrested Youth,0.0791,0.672,196280,0.857,0,9,0.184,-4.638,1,0.0628,154.966,0.712
Freaking Out,The Wrecks,0.000482,0.549,199840,0.865,0,1,0.0512,-3.486,0,0.0625,140.017,0.434
More Than A Feeling,Boston,0.00373,0.42,285493,0.667,0.0000608,7,0.0377,-8.955,1,0.0274,108.847,0.335
New Me Who Dis,Andrew Gialanella,0.115,0.681,148997,0.767,0,8,0.155,-6.338,1,0.0403,162.084,0.602
Walk Me Home,Joe McLeod,0.447,0.529,217755,0.632,0,7,0.0996,-6.243,1,0.0325,80.015,0.413
Trouble,ChrisLee,0.538,0.699,156857,0.272,0,4,0.149,-9.776,0,0.224,138.761,0.178
Sweet Home Alabama,Lynyrd Skynyrd,0.162,0.598,287173,0.606,0.000357,0,0.353,-11.812,1,0.0256,97.736,0.91
